team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
SEA,2022,SEA,SEA,Team Level,other,67,0.51,0.5,0.5,6683.0,92.67,25.47,6.77,16.46,3.29,49.52,29.48,24.28,25.47,24.28,92.0,39.0,40.0,171.0,28.0,8.0,1.0,13.0,3.0,49.0,30.0,64.0,103.0,3.0,6.0,69.0,26.0,19.0,8.0,75.0,19.0,37.0,2.46,2.68,20.33,4.0,7.0,17.0,171.0,131.0,131.0,4.0,2.0,2.24,2.24,25.25,25.25,24.17,96.02,24.46,7.06,15.66,3.1,53.41,28.31,21.46,24.46,21.46,85.0,47.0,37.0,169.0,26.0,12.0,4.0,13.0,5.0,46.0,30.0,59.0,106.0,3.0,6.0,88.0,29.0,20.0,9.0,59.0,35.0,38.0,2.27,4.4,17.79,2.0,9.0,15.0,169.0,132.0,132.0,0.0,2.08,5.05,5.05,21.49,21.49,20.21
SEA,2022,SEA,SEA,Team Level,all,67,0.5,0.51,0.52,243409.0,2053.69,206.18,142.76,478.54,69.29,1143.43,828.78,198.33,207.16,199.31,2020.0,849.0,982.0,3851.0,234.0,167.0,30.0,405.0,72.0,904.0,1087.0,1786.0,2635.0,221.0,492.0,1673.0,1484.0,654.0,460.0,2098.0,572.0,199.0,61.3,71.78,73.1,80.0,88.0,66.0,3879.95,2869.0,2890.0,243.0,31.34,34.15,34.15,203.38,204.5,199.07,1949.78,205.17,140.93,446.19,65.46,1077.01,766.25,195.05,205.72,195.57,1859.0,842.0,927.0,3628.0,213.0,189.0,35.0,351.0,57.0,913.0,978.0,1646.0,2488.0,223.0,504.0,2022.0,1486.0,535.0,524.0,1882.0,596.0,223.0,54.69,74.34,76.13,53.0,84.0,76.0,3625.33,2701.0,2700.33,280.0,31.42,39.28,39.29,197.3,197.8,192.42
SEA,2022,SEA,SEA,Team Level,5on5,67,0.51,0.52,0.53,199926.0,1674.86,142.74,111.34,404.09,56.29,928.84,693.71,138.8,143.72,139.79,1645.0,692.0,795.0,3132.0,169.0,131.0,24.0,346.0,57.0,721.0,913.0,1476.0,2168.0,209.0,465.0,1328.0,1351.0,545.0,405.0,1751.0,472.0,114.0,51.95,59.18,31.6,69.0,73.0,27.0,3160.95,2337.0,2358.0,221.0,22.98,24.08,24.43,141.3,142.42,140.25,1518.56,137.61,104.57,362.35,50.85,833.47,614.15,132.7,138.16,133.21,1442.0,661.0,774.0,2877.0,134.0,142.0,22.0,283.0,44.0,713.0,787.0,1308.0,1969.0,195.0,442.0,1575.0,1383.0,440.0,455.0,1498.0,477.0,128.0,43.79,59.84,33.98,40.0,62.0,32.0,2874.33,2103.0,2102.33,256.0,21.72,26.31,26.32,133.01,133.51,131.25
SEA,2022,SEA,SEA,Team Level,4on5,67,0.1,0.1,0.11,18412.0,36.88,4.43,2.19,5.36,1.32,11.98,23.73,4.39,4.43,4.39,40.0,9.0,9.0,58.0,3.0,2.0,0.0,2.0,1.0,9.0,32.0,37.0,46.0,3.0,9.0,139.0,93.0,59.0,15.0,30.0,12.0,7.0,0.82,1.69,1.92,1.0,2.0,0.0,58.0,49.0,49.0,13.0,0.49,0.48,0.48,4.44,4.44,4.42,287.96,38.81,26.78,61.04,9.97,174.31,90.09,36.71,38.81,36.71,284.0,117.0,108.0,509.0,46.0,34.0,9.0,50.0,7.0,141.0,123.0,238.0,355.0,18.0,39.0,187.0,25.0,16.0,37.0,277.0,73.0,51.0,7.39,8.75,22.67,8.0,11.0,27.0,509.0,401.0,401.0,3.0,7.04,7.61,7.61,38.25,38.25,36.44
SEA,2022,SEA,SEA,Team Level,5on4,67,0.89,0.87,0.84,18388.0,249.27,33.54,22.48,52.64,8.39,153.1,81.87,30.84,33.54,30.84,243.0,109.0,138.0,490.0,34.0,26.0,5.0,44.0,11.0,125.0,112.0,209.0,318.0,6.0,12.0,137.0,14.0,31.0,32.0,242.0,69.0,41.0,6.07,8.22,19.25,6.0,6.0,22.0,490.0,352.0,352.0,5.0,5.86,7.35,7.01,32.4,32.4,30.23,47.23,4.28,2.53,7.14,1.55,15.82,33.69,4.19,4.28,4.19,48.0,17.0,8.0,73.0,7.0,1.0,0.0,5.0,1.0,13.0,38.0,41.0,58.0,7.0,17.0,172.0,49.0,59.0,23.0,48.0,11.0,6.0,1.24,1.34,1.69,3.0,2.0,2.0,73.0,65.0,65.0,21.0,0.58,0.31,0.31,4.55,4.55,4.51
COL,2022,COL,COL,Team Level,other,65,0.53,0.58,0.57,7590.0,137.73,25.24,10.36,26.15,5.36,78.58,45.3,24.02,25.24,24.02,135.0,56.0,57.0,248.0,31.0,15.0,3.0,21.0,4.0,80.0,40.0,104.0,160.0,3.0,6.0,109.0,28.0,7.0,15.0,112.0,43.0,36.0,4.16,5.15,15.93,2.0,9.0,20.0,248.0,191.0,191.0,2.0,3.07,4.33,4.33,23.99,23.99,22.9,103.96,22.27,7.64,18.48,3.61,54.78,36.21,21.12,22.27,21.12,99.0,44.0,39.0,182.0,21.0,8.0,1.0,18.0,9.0,43.0,44.0,78.0,122.0,4.0,8.0,101.0,26.0,8.0,13.0,69.0,42.0,32.0,2.54,5.19,14.53,6.0,4.0,11.0,182.0,143.0,143.0,3.0,2.19,2.24,2.24,22.22,22.22,21.69
COL,2022,COL,COL,Team Level,all,65,0.51,0.52,0.51,237448.0,2070.63,204.82,146.47,474.89,68.91,1180.02,828.88,197.08,206.68,198.9,2172.0,732.0,1046.0,3950.0,210.0,172.0,26.0,472.0,75.0,928.0,1047.0,1962.0,2694.0,235.0,523.0,1773.0,1341.0,489.0,401.0,2143.0,557.0,204.0,64.7,68.01,72.11,67.0,73.0,70.0,3998.04,2904.0,2933.07,190.0,32.53,40.04,40.04,197.31,198.99,194.13,1975.44,195.07,140.54,452.19,65.94,1097.94,792.32,185.36,194.53,184.89,2046.0,698.0,878.0,3622.0,182.0,197.0,27.0,487.0,62.0,849.0,967.0,1864.0,2562.0,241.0,537.0,2046.0,1512.0,482.0,383.0,2011.0,531.0,202.0,57.88,65.95,71.23,63.0,65.0,54.0,3590.58,2744.0,2725.56,195.0,31.1,43.21,43.25,182.92,182.36,178.07
COL,2022,COL,COL,Team Level,5on5,65,0.52,0.52,0.51,190683.0,1594.28,136.95,106.83,381.27,52.37,903.38,659.19,132.69,138.8,134.5,1677.0,563.0,873.0,3113.0,130.0,120.0,17.0,386.0,59.0,693.0,852.0,1547.0,2110.0,218.0,489.0,1386.0,1230.0,425.0,334.0,1696.0,420.0,124.0,50.97,51.68,34.3,56.0,49.0,25.0,3161.04,2240.0,2269.07,170.0,22.0,26.2,26.36,132.59,134.26,132.08,1548.02,127.62,103.16,370.62,51.51,860.65,641.43,122.45,127.09,121.97,1614.0,541.0,729.0,2884.0,118.0,143.0,17.0,415.0,41.0,671.0,767.0,1496.0,2037.0,215.0,485.0,1556.0,1396.0,407.0,310.0,1650.0,388.0,117.0,47.45,48.04,32.13,52.0,47.0,19.0,2852.58,2155.0,2136.56,167.0,21.36,28.59,28.62,120.36,119.81,117.55
COL,2022,COL,COL,Team Level,4on5,65,0.08,0.11,0.12,19331.0,40.91,3.71,2.05,5.74,1.21,13.18,29.12,3.63,3.71,3.63,47.0,8.0,6.0,61.0,4.0,2.0,1.0,4.0,0.0,7.0,38.0,43.0,51.0,4.0,8.0,139.0,61.0,41.0,13.0,40.0,11.0,4.0,1.23,1.36,1.12,1.0,1.0,2.0,61.0,55.0,55.0,12.0,0.46,0.67,0.67,3.51,3.51,3.5,284.99,42.48,27.73,57.39,9.5,168.47,85.42,39.11,42.48,39.11,281.0,110.0,103.0,494.0,41.0,46.0,9.0,51.0,11.0,127.0,115.0,240.0,350.0,14.0,28.0,188.0,23.0,11.0,35.0,245.0,94.0,52.0,6.46,11.81,24.21,5.0,12.0,24.0,494.0,391.0,391.0,3.0,7.09,12.39,12.39,37.18,37.18,35.69
COL,2022,COL,COL,Team Level,5on4,65,0.94,0.89,0.88,19844.0,297.72,38.91,27.24,61.73,9.98,184.87,95.27,36.74,38.91,36.74,313.0,105.0,110.0,528.0,45.0,35.0,5.0,61.0,12.0,148.0,117.0,268.0,373.0,10.0,20.0,139.0,22.0,16.0,39.0,295.0,83.0,40.0,8.33,9.82,20.76,8.0,14.0,23.0,528.0,418.0,418.0,6.0,6.99,8.84,8.68,37.23,37.23,35.65,38.46,2.7,2.01,5.7,1.31,14.03,29.26,2.68,2.7,2.68,52.0,3.0,7.0,62.0,2.0,0.0,0.0,3.0,1.0,8.0,41.0,50.0,53.0,8.0,16.0,201.0,67.0,56.0,25.0,47.0,7.0,1.0,1.43,0.91,0.36,0.0,2.0,0.0,62.0,55.0,55.0,22.0,0.46,0.0,0.0,3.16,3.16,3.13
CBJ,2022,CBJ,CBJ,Team Level,other,66,0.54,0.51,0.51,8859.0,140.55,30.21,11.59,24.89,4.96,78.43,39.93,25.63,30.21,25.63,133.0,57.0,51.0,241.0,22.0,19.0,2.0,20.0,5.0,77.0,47.0,111.0,168.0,6.0,12.0,112.0,17.0,17.0,17.0,86.0,60.0,44.0,3.02,7.4,19.79,5.0,7.0,10.0,241.0,190.0,190.0,5.0,3.34,7.06,7.06,26.49,26.49,23.77,132.19,26.07,9.7,23.18,4.44,75.37,43.23,25.11,26.07,25.11,124.0,58.0,50.0,232.0,32.0,7.0,4.0,23.0,3.0,63.0,54.0,92.0,150.0,4.0,8.0,107.0,18.0,10.0,10.0,101.0,47.0,34.0,3.77,5.96,16.34,6.0,7.0,19.0,232.0,182.0,182.0,3.0,2.87,2.16,2.16,26.78,26.78,25.95
CBJ,2022,CBJ,CBJ,Team Level,all,66,0.46,0.46,0.46,239816.0,2004.63,194.49,140.19,459.22,66.5,1094.92,793.68,184.42,193.16,183.21,1944.0,805.0,937.0,3686.0,174.0,187.0,21.0,458.0,71.0,880.0,979.0,1770.0,2575.0,234.0,507.0,1914.0,1515.0,428.0,451.0,1978.0,577.0,194.0,58.59,70.11,65.79,63.0,70.0,41.0,3632.48,2749.0,2716.95,224.0,31.09,38.89,38.95,186.63,185.3,179.72,2355.82,232.71,165.96,542.58,77.8,1302.34,921.58,222.67,235.87,225.73,2316.0,927.0,1106.0,4349.0,248.0,228.0,40.0,563.0,77.0,1042.0,1085.0,2068.0,2995.0,209.0,457.0,2017.0,1165.0,461.0,424.0,2340.0,658.0,245.0,67.72,81.29,83.71,86.0,84.0,78.0,4448.75,3243.0,3304.29,194.0,36.75,49.36,49.36,220.1,223.22,217.76
CBJ,2022,CBJ,CBJ,Team Level,5on5,66,0.45,0.45,0.45,196541.0,1554.41,131.75,103.4,374.7,51.67,841.09,630.37,127.25,130.43,126.04,1510.0,623.0,776.0,2909.0,118.0,146.0,16.0,367.0,56.0,664.0,782.0,1392.0,2015.0,198.0,435.0,1485.0,1417.0,371.0,387.0,1591.0,431.0,111.0,48.4,52.56,30.8,49.0,54.0,15.0,2855.48,2133.0,2100.95,206.0,21.37,27.41,27.47,125.66,124.32,122.3,1862.07,164.34,125.06,448.65,61.3,1022.59,746.06,157.86,167.5,160.92,1841.0,727.0,926.0,3494.0,169.0,184.0,31.0,468.0,66.0,810.0,871.0,1672.0,2399.0,180.0,399.0,1586.0,1103.0,386.0,358.0,1898.0,507.0,163.0,55.42,62.72,46.19,72.0,64.0,33.0,3593.75,2568.0,2629.29,177.0,25.88,39.04,39.04,151.18,154.31,151.37
CBJ,2022,CBJ,CBJ,Team Level,4on5,66,0.15,0.15,0.16,18139.0,60.09,6.04,3.12,7.51,1.71,18.47,42.15,5.94,6.04,5.94,64.0,15.0,13.0,92.0,4.0,0.0,0.0,11.0,2.0,13.0,49.0,60.0,75.0,13.0,26.0,157.0,59.0,31.0,15.0,52.0,19.0,8.0,1.45,2.34,2.24,0.0,2.0,2.0,92.0,79.0,79.0,11.0,0.72,0.0,0.0,6.76,6.76,6.65,304.81,35.4,28.12,63.35,10.3,187.2,94.62,32.98,35.4,32.98,290.0,129.0,119.0,538.0,40.0,34.0,5.0,68.0,7.0,157.0,113.0,250.0,379.0,18.0,36.0,184.0,12.0,11.0,44.0,297.0,84.0,38.0,7.13,9.94,18.34,6.0,11.0,23.0,538.0,419.0,419.0,3.0,7.29,7.34,7.34,35.35,35.35,33.77
CBJ,2022,CBJ,CBJ,Team Level,5on4,66,0.79,0.84,0.82,16277.0,249.58,26.48,22.08,52.12,8.16,156.92,81.23,25.6,26.48,25.6,237.0,110.0,97.0,444.0,30.0,22.0,3.0,60.0,8.0,126.0,101.0,207.0,317.0,17.0,34.0,160.0,22.0,9.0,32.0,249.0,67.0,31.0,5.72,7.8,12.95,9.0,7.0,14.0,444.0,347.0,347.0,2.0,5.67,4.42,4.42,27.72,27.72,27.01,56.75,6.89,3.09,7.39,1.77,17.18,37.68,6.72,6.89,6.72,61.0,13.0,11.0,85.0,7.0,3.0,0.0,4.0,1.0,12.0,47.0,54.0,67.0,7.0,14.0,140.0,32.0,54.0,12.0,44.0,20.0,10.0,1.39,2.67,2.83,2.0,2.0,3.0,85.0,74.0,74.0,11.0,0.71,0.82,0.82,6.77,6.77,6.68
STL,2022,STL,STL,Team Level,other,66,0.33,0.43,0.4,6767.0,80.52,16.43,5.31,14.2,2.6,41.83,29.63,16.19,16.43,16.19,82.0,28.0,46.0,156.0,20.0,5.0,1.0,17.0,2.0,30.0,36.0,62.0,90.0,3.0,4.0,79.0,13.0,19.0,6.0,58.0,35.0,17.0,2.07,4.64,9.71,3.0,6.0,11.0,156.0,110.0,110.0,3.0,1.47,0.91,0.91,16.99,16.99,16.84,120.91,33.15,8.75,19.2,3.91,63.94,38.05,31.64,33.15,31.64,120.0,47.0,38.0,205.0,35.0,8.0,3.0,18.0,3.0,58.0,45.0,85.0,132.0,3.0,6.0,74.0,15.0,25.0,18.0,73.0,49.0,45.0,2.94,6.25,23.95,5.0,4.0,26.0,205.0,167.0,167.0,8.0,2.52,2.69,3.23,32.44,32.44,31.25
STL,2022,STL,STL,Team Level,all,66,0.45,0.47,0.47,239864.0,1895.75,183.47,132.58,425.83,60.48,1047.82,759.82,177.94,183.56,178.04,1907.0,703.0,805.0,3415.0,202.0,139.0,23.0,386.0,70.0,832.0,981.0,1705.0,2408.0,192.0,423.0,1777.0,1538.0,552.0,501.0,1881.0,564.0,165.0,56.29,68.26,58.9,70.0,69.0,63.0,3392.94,2610.0,2599.07,300.0,29.03,29.74,29.75,182.75,182.87,179.9,2170.51,227.41,154.13,493.8,71.26,1182.32,860.08,216.93,228.67,218.2,2141.0,848.0,933.0,3922.0,241.0,211.0,37.0,428.0,53.0,977.0,1079.0,1900.0,2748.0,221.0,487.0,1793.0,1288.0,678.0,516.0,2090.0,667.0,232.0,62.9,81.53,82.97,73.0,91.0,77.0,3958.52,2989.0,3009.58,300.0,33.79,45.14,45.14,216.06,217.25,211.59
STL,2022,STL,STL,Team Level,5on5,66,0.45,0.46,0.46,198278.0,1494.11,127.85,100.57,350.3,47.79,821.48,610.0,124.64,127.95,124.74,1505.0,553.0,648.0,2706.0,137.0,107.0,16.0,304.0,59.0,662.0,789.0,1368.0,1921.0,175.0,393.0,1380.0,1472.0,473.0,438.0,1510.0,445.0,103.0,46.26,53.96,27.63,58.0,53.0,26.0,2683.94,2058.0,2047.07,280.0,20.76,22.51,22.65,125.97,126.1,124.45,1729.54,155.85,117.85,412.53,57.15,939.94,699.69,149.3,157.11,150.57,1704.0,679.0,798.0,3181.0,163.0,169.0,27.0,356.0,43.0,770.0,882.0,1541.0,2220.0,207.0,459.0,1422.0,1212.0,580.0,441.0,1724.0,515.0,144.0,52.38,62.97,40.51,59.0,74.0,30.0,3217.52,2383.0,2403.58,268.0,24.41,34.29,33.74,146.51,147.7,144.77
STL,2022,STL,STL,Team Level,4on5,66,0.17,0.14,0.16,15517.0,51.67,6.61,2.89,7.03,1.6,16.05,33.8,6.35,6.61,6.35,55.0,13.0,3.0,71.0,6.0,7.0,1.0,4.0,1.0,13.0,37.0,49.0,62.0,6.0,12.0,123.0,30.0,46.0,15.0,41.0,16.0,11.0,1.29,2.0,3.32,1.0,2.0,3.0,71.0,68.0,68.0,13.0,0.66,2.3,2.3,4.98,4.98,4.94,261.39,31.62,24.31,54.01,8.42,159.96,82.69,29.32,31.62,29.32,255.0,106.0,90.0,451.0,35.0,30.0,5.0,50.0,7.0,135.0,104.0,220.0,326.0,8.0,16.0,151.0,17.0,14.0,34.0,248.0,79.0,34.0,6.09,9.21,16.32,5.0,12.0,18.0,451.0,361.0,361.0,2.0,6.14,7.17,7.17,30.6,30.6,29.07
STL,2022,STL,STL,Team Level,5on4,66,0.83,0.85,0.83,19302.0,269.44,32.56,23.8,54.3,8.49,168.47,86.39,30.76,32.56,30.76,265.0,109.0,108.0,482.0,39.0,20.0,5.0,61.0,8.0,127.0,119.0,226.0,335.0,8.0,14.0,195.0,23.0,14.0,42.0,272.0,68.0,34.0,6.67,7.66,18.23,8.0,8.0,23.0,482.0,374.0,374.0,4.0,6.13,4.03,3.89,34.81,34.81,33.68,58.67,6.78,3.24,8.06,1.79,18.47,39.66,6.67,6.78,6.67,62.0,16.0,7.0,85.0,8.0,4.0,2.0,4.0,0.0,14.0,48.0,54.0,70.0,3.0,6.0,146.0,44.0,59.0,23.0,45.0,24.0,9.0,1.49,3.1,2.19,4.0,1.0,3.0,85.0,78.0,78.0,22.0,0.72,0.98,0.98,6.52,6.52,6.49
VAN,2022,VAN,VAN,Team Level,other,66,0.49,0.53,0.53,7396.0,121.78,23.59,8.95,22.24,4.11,67.91,41.21,21.85,23.59,21.85,110.0,58.0,57.0,225.0,26.0,9.0,2.0,13.0,3.0,59.0,58.0,84.0,142.0,5.0,10.0,89.0,19.0,18.0,18.0,95.0,40.0,33.0,3.54,4.8,15.25,5.0,6.0,15.0,225.0,168.0,168.0,6.0,2.59,2.92,2.92,23.25,23.25,21.96,104.47,24.52,7.31,17.35,3.42,58.43,35.96,22.85,24.52,22.85,100.0,47.0,50.0,197.0,26.0,4.0,2.0,20.0,8.0,45.0,44.0,74.0,121.0,4.0,11.0,90.0,24.0,15.0,14.0,76.0,43.0,28.0,3.09,5.52,15.92,2.0,10.0,14.0,197.0,147.0,147.0,7.0,2.07,1.49,1.49,25.11,25.11,23.45
VAN,2022,VAN,VAN,Team Level,all,66,0.48,0.49,0.49,240993.0,1960.18,197.67,143.97,447.26,65.81,1119.61,774.68,189.29,196.75,188.4,1998.0,751.0,917.0,3666.0,222.0,187.0,33.0,433.0,83.0,828.0,996.0,1776.0,2527.0,230.0,555.0,1845.0,1599.0,424.0,465.0,1985.0,559.0,205.0,57.42,68.44,71.79,60.0,90.0,72.0,3629.41,2749.0,2722.98,260.0,32.2,40.1,40.27,189.59,188.65,184.1,2057.02,215.74,147.65,468.09,68.13,1129.71,818.68,205.68,217.96,207.84,2047.0,801.0,918.0,3766.0,250.0,200.0,37.0,414.0,82.0,910.0,992.0,1797.0,2598.0,254.0,597.0,1891.0,1278.0,408.0,516.0,2002.0,606.0,240.0,60.46,74.83,80.46,85.0,80.0,85.0,3826.37,2848.0,2891.27,297.0,32.65,43.31,43.38,205.02,207.24,201.54
VAN,2022,VAN,VAN,Team Level,5on5,66,0.46,0.48,0.48,196493.0,1476.62,129.0,102.38,351.29,49.32,834.69,604.3,124.45,128.1,123.54,1539.0,532.0,697.0,2768.0,143.0,138.0,28.0,364.0,65.0,597.0,764.0,1396.0,1928.0,206.0,507.0,1390.0,1518.0,360.0,388.0,1541.0,411.0,119.0,45.2,50.4,33.4,49.0,63.0,31.0,2731.4,2071.0,2044.98,237.0,21.16,28.71,29.1,121.07,120.13,118.45,1627.38,148.68,112.13,387.68,54.02,894.06,659.43,142.41,150.89,144.56,1622.0,634.0,756.0,3012.0,165.0,164.0,27.0,353.0,65.0,728.0,781.0,1457.0,2091.0,237.0,560.0,1496.0,1197.0,335.0,440.0,1648.0,448.0,160.0,49.66,55.67,43.34,73.0,54.0,38.0,3072.37,2256.0,2299.27,267.0,23.31,33.71,34.12,137.88,140.09,137.49
VAN,2022,VAN,VAN,Team Level,4on5,66,0.12,0.1,0.11,16429.0,36.42,4.78,2.12,5.25,1.1,10.77,21.99,4.72,4.78,4.72,41.0,5.0,7.0,53.0,7.0,2.0,0.0,3.0,0.0,2.0,32.0,34.0,39.0,9.0,18.0,138.0,50.0,33.0,15.0,27.0,11.0,8.0,1.15,1.64,1.99,3.0,2.0,2.0,53.0,46.0,46.0,14.0,0.48,0.29,0.29,4.96,4.96,4.92,270.05,36.5,25.25,55.72,9.12,160.61,85.79,34.41,36.5,34.41,265.0,108.0,104.0,477.0,50.0,32.0,8.0,38.0,9.0,127.0,117.0,215.0,323.0,10.0,20.0,176.0,11.0,13.0,39.0,234.0,96.0,43.0,6.41,11.2,18.89,9.0,13.0,28.0,477.0,373.0,373.0,3.0,6.58,8.1,7.76,35.32,35.32,33.91
VAN,2022,VAN,VAN,Team Level,5on4,66,0.87,0.89,0.87,20675.0,325.37,40.29,30.51,68.49,11.27,206.25,107.19,38.29,40.29,38.29,308.0,156.0,156.0,620.0,46.0,38.0,3.0,53.0,15.0,170.0,142.0,262.0,418.0,10.0,20.0,228.0,12.0,13.0,44.0,322.0,97.0,45.0,7.54,11.6,21.15,3.0,19.0,24.0,620.0,464.0,464.0,3.0,7.98,8.18,7.96,40.31,40.31,38.77,55.12,6.04,2.95,7.35,1.56,16.6,37.49,6.01,6.04,6.01,60.0,12.0,8.0,80.0,9.0,0.0,0.0,3.0,0.0,10.0,50.0,51.0,63.0,3.0,6.0,129.0,46.0,45.0,23.0,44.0,19.0,9.0,1.31,2.43,2.31,1.0,3.0,5.0,80.0,72.0,72.0,20.0,0.69,0.0,0.0,6.73,6.73,6.69
